cp_hex	char	count	block	category	name
U+83A7	莧	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-83A7
U+8462	葢	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8462
U+9023	連	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9023
U+9069	適	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9069
U+919C	醜	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-919C
U+9249	鉉	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9249
U+95E2	闢	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-95E2
U+9D3B	鴻	13	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9D3B
U+4F46	但	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4F46
U+500D	倍	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-500D
U+514D	免	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-514D
U+5352	卒	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5352
U+535C	卜	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-535C
U+54A5	咥	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-54A5
U+585E	塞	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-585E
U+5B64	孤	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5B64
U+5BA2	客	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5BA2
U+5DEE	差	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5DEE
U+62D4	拔	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-62D4
U+62EC	括	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-62EC
U+653B	攻	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-653B
U+6851	桑	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6851
U+6853	桓	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6853
U+694A	楊	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-694A
U+6D95	涕	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6D95
U+6E6F	湯	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6E6F
U+71E5	燥	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-71E5
U+7678	癸	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7678
U+767B	登	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-767B
U+78A9	碩	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-78A9
U+7A37	稷	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7A37
U+7A76	究	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7A76
U+7BC7	篇	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7BC7
U+7C0B	簋	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7C0B
U+7D0D	納	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7D0D
U+7D20	素	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7D20
U+7E58	繘	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7E58
U+7FB2	羲	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7FB2
U+8077	職	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8077
U+840C	萌	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-840C
U+8543	蕃	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8543
U+8868	表	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8868
U+88F3	裳	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-88F3
U+8C37	谷	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8C37
U+8CD4	賔	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8CD4
U+8FB0	辰	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8FB0
U+901F	速	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-901F
U+9084	還	12	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9084
U+49DF	䧟	11	CJK Unified Ideographs Extension A	Lo	CJK UNIFIED IDEOGRAPH-49DF
U+4C1F	䰟	11	CJK Unified Ideographs Extension A	Lo	CJK UNIFIED IDEOGRAPH-4C1F
U+4EB9	亹	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4EB9
U+4EF0	仰	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4EF0
U+4FB5	侵	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4FB5
U+5055	偕	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5055
U+5109	儉	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5109
U+5112	儒	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5112
U+52D9	務	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-52D9
U+53A5	厥	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-53A5
U+5411	向	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5411
U+5951	契	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5951
U+5999	妙	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5999
U+5C38	尸	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5C38
U+5F3A	强	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5F3A
U+5F4C	彌	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5F4C
U+5FA1	御	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5FA1
U+5FE0	忠	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5FE0
U+611B	愛	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-611B
U+6469	摩	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6469
U+6603	昃	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6603
U+66B4	暴	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-66B4
U+6C54	汔	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6C54
U+6C72	汲	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6C72
U+72AF	犯	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-72AF
U+75C5	病	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-75C5
U+76E5	盥	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-76E5
U+7956	祖	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7956
U+7AD2	竒	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7AD2
U+7B5E	筞	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7B5E
U+8012	耒	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8012
U+807D	聽	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-807D
U+8129	脩	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8129
U+8667	虧	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8667
U+878D	融	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-878D
U+89A9	覩	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-89A9
U+8AA1	誡	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8AA1
U+8B39	謹	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8B39
U+8B58	識	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8B58
U+8C5A	豚	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8C5A
U+8CA0	負	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8CA0
U+8DDB	跛	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8DDB
U+8E8D	躍	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8E8D
U+8FB1	辱	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8FB1
U+9087	邇	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9087
U+95BD	閽	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-95BD
U+9673	陳	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9673
U+96DE	雞	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-96DE
U+96FB	電	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-96FB
U+971C	霜	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-971C
U+9917	餗	11	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9917
U+38F2	㣲	10	CJK Unified Ideographs Extension A	Lo	CJK UNIFIED IDEOGRAPH-38F2
U+4E88	予	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E88
U+4EA5	亥	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4EA5
U+4F9D	依	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4F9D
U+50D5	僕	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-50D5
U+50EE	僮	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-50EE
U+5141	允	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5141
U+5144	兄	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5144
U+5293	劓	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5293
U+53AF	厯	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-53AF
U+53CB	友	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-53CB
U+53F3	右	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-53F3
U+543E	吾	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-543E
U+5617	嘗	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5617
U+563B	嘻	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-563B
U+5713	圓	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5713
U+572D	圭	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-572D
U+5889	墉	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5889
U+5B55	孕	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5B55
U+5BA3	宣	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5BA3
U+5BC2	寂	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5BC2
U+5E36	帶	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5E36
U+5F27	弧	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5F27
U+6162	慢	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6162
U+61A7	憧	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-61A7
U+62C2	拂	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-62C2
U+63EE	揮	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-63EE
U+64CA	擊	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-64CA
U+6536	收	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6536
U+654E	敎	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-654E
U+67AF	枯	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-67AF
U+68C4	棄	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-68C4
U+6C92	沒	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6C92
U+6CE3	泣	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6CE3
U+6E1D	渝	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6E1D
U+71DF	營	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-71DF
U+7463	瑣	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7463
U+7D04	約	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7D04
U+7D5C	絜	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7D5C
U+7D71	統	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7D71
U+7DFC	緼	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7DFC
U+7F70	罰	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7F70
U+7FF0	翰	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7FF0
U+8015	耕	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8015
U+83EF	華	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-83EF
U+85C9	藉	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-85C9
U+88D5	裕	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-88D5
U+88DC	補	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-88DC
U+8B49	證	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8B49
U+8B80	讀	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8B80
U+8DEF	路	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8DEF
U+8F49	轉	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8F49
U+8F9F	辟	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8F9F
U+8FB2	農	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8FB2
U+906D	遭	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-906D
U+9591	閑	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9591
U+9677	陷	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9677
U+969B	際	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-969B
U+983B	頻	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-983B
U+985A	顚	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-985A
U+9B2F	鬯	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9B2F
U+9BAE	鮮	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9BAE
U+9E7F	鹿	10	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9E7F
U+529B	力	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-529B
U+54B7	咷	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-54B7
U+56CA	囊	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-56CA
U+582F	堯	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-582F
U+5ACC	嫌	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5ACC
U+5B5F	孟	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5B5F
U+5B83	它	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5B83
U+5BC7	寇	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5BC7
U+5BDB	寛	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5BDB
U+5F35	張	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5F35
U+60B6	悶	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-60B6
U+60D1	惑	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-60D1
U+61F2	懲	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-61F2
U+62EF	拯	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-62EF
U+63A9	掩	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-63A9
U+6523	攣	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6523
U+6575	敵	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6575
U+6797	林	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6797
U+6877	桷	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6877
U+6C88	沈	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6C88
U+6CE8	注	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6CE8
U+6EFF	滿	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6EFF
U+70F9	烹	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-70F9
U+72AC	犬	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-72AC
U+73ED	班	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-73ED
U+7518	甘	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7518
U+754F	畏	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-754F
U+75B5	疵	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-75B5
U+7707	眇	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7707
U+79FB	移	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-79FB
U+7A49	穉	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7A49
U+7F5F	罟	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7F5F
U+7F6E	置	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7F6E
U+801C	耜	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-801C
U+818F	膏	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-818F
U+820C	舌	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-820C
U+85E5	藥	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-85E5
U+8882	袂	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8882
U+8B1B	講	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8B1B
U+8CB3	貳	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8CB3
U+902E	逮	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-902E
U+968D	隍	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-968D
U+9852	顒	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9852
U+9859	顙	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9859
U+9A5A	驚	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9A5A
U+9AEA	髪	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9AEA
U+9F20	鼠	9	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9F20
U+504F	偏	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-504F
U+507D	偽	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-507D
U+5177	具	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5177
U+52E2	勢	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-52E2
U+5348	午	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5348
U+53DB	叛	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-53DB
U+55C3	嗃	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-55C3
U+5831	報	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5831
U+5BB4	宴	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5BB4
U+5BF5	寵	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5BF5
U+5C02	専	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5C02
U+5C68	屨	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5C68
U+5DE2	巢	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5DE2
U+5E1B	帛	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5E1B
U+5EE2	廢	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5EE2
U+612C	愬	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-612C
U+620A	戊	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-620A
U+6214	戔	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6214
U+63F2	揲	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-63F2
U+6614	昔	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6614
U+662D	昭	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-662D
U+675F	束	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-675F
U+69AE	榮	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-69AE
U+6B4C	歌	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6B4C
U+6D1B	洛	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6D1B
U+6D1F	洟	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6D1F
U+7259	牙	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7259
U+72E9	狩	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-72E9
U+7375	獵	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7375
U+7562	畢	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7562
U+7567	畧	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7567
U+76E4	盤	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-76E4
U+77EF	矯	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-77EF
U+7814	研	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7814
U+793E	社	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-793E
U+7949	祉	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7949
U+7A92	窒	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7A92
U+7B2C	第	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7B2C
U+7B49	等	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7B49
U+7D9C	綜	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7D9C
U+7F9E	羞	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7F9E
U+7FE9	翩	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7FE9
U+810A	脊	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-810A
U+81ED	臭	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-81ED
U+8339	茹	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8339
U+84BA	蒺	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-84BA
U+8607	蘇	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8607
U+884E	衎	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-884E
U+8A66	試	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8A66
U+8AB0	誰	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8AB0
U+8C79	豹	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8C79
U+8C9D	貝	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8C9D
U+8CAA	貪	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8CAA
U+8CDE	賞	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8CDE
U+8CEA	質	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8CEA
U+8F9B	辛	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8F9B
U+8FED	迭	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8FED
U+95D4	闔	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-95D4
U+9748	靈	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9748
U+97B6	鞶	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-97B6
U+9802	頂	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9802
U+9854	顔	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9854
U+98EA	飪	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-98EA
U+9A55	驕	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9A55
U+9AA8	骨	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9AA8
U+9DB4	鶴	8	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9DB4
U+4E26	並	7	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E26
U+501A	倚	7	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-501A
U+51A5	冥	7	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-51A5
U+51DD	凝	7	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-51DD
U+5216	刖	7	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5216
U+5261	剡	7	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5261
