kr_id,kr_subsection,old_id,authorityID,json_key,title,category,alt
#,KR6v,ZW08na045,CA0008497,ZWa045,藏外佛教文獻第八輯．目錄,,
#,KR6v,ZW08na046,CA0008498,ZWa046,藏外佛教文獻第八輯．錄文校勘體例,,
#,KR6v,ZW08na047,CA0008499,ZWa047,《藏外佛教文獻》第一～九輯要目,,
#,KR6v,ZW08na048,CA0008500,ZWa048,藏外佛教文獻第八輯．徵稿啟事,,
#,KR6v,ZW08na049,CA0008501,ZWa049,藏外佛教文獻第八輯．鳴謝,,
#,KR6v,ZW09na050,CA0008515,ZWa050,藏外佛教文獻第九輯．卷首語,,
#,KR6v,ZW09na051,CA0008516,ZWa051,藏外佛教文獻第九輯．目錄,,
#,KR6v,ZW09na052,CA0008517,ZWa052,藏外佛教文獻第九輯．錄文校勘體例,,
#,KR6v,ZW09na053,CA0008518,ZWa053,談當前數字圖書館的幾個問題,,
#,KR6v,ZW09na054,CA0008519,ZWa054,《藏外佛教文獻》第一～九輯要目,,
#,KR6v,ZW09na055,CA0008520,ZWa055,藏外佛教文獻第九輯．徵稿啟事,,
#,KR6v,ZW09na056,CA0008521,ZWa056,藏外佛教文獻第九輯．鳴謝,,
#,KR6v,ZW10na057,CA0008533,ZWa057,藏外佛教文獻第十輯．目錄,,
#,KR6v,ZW10na058,CA0008534,ZWa058,藏外佛教文獻第十輯．卷首語,,
#,KR6v,ZW10na059,CA0008535,ZWa059,藏外佛教文獻第十輯．錄文校勘體例,,
#,KR6v,ZW10na060,CA0008536,ZWa060,藏外佛教文獻第十輯．徵稿啟事,,
#,KR6v,ZW10na061,CA0008537,ZWa061,《藏外佛教文獻》總目錄（第一輯～第十二輯）,,
#,KR6v,ZW10na062,CA0008538,ZWa062,藏外佛教文獻第十輯．鳴謝,,
#,KR6v,ZW11na063,CA0008547,ZWa063,藏外佛教文獻第十一輯．目錄,,
#,KR6v,ZW11na064,CA0008548,ZWa064,藏外佛教文獻第十一輯．卷首語,,
#,KR6v,ZW11na065,CA0008549,ZWa065,藏外佛教文獻第十一輯．錄文校勘體例,,
#,KR6v,ZW11na066,CA0008550,ZWa066,藏外佛教文獻第十一輯．徵稿啟事,,
#,KR6v,ZW11na067,CA0008551,ZWa067,《藏外佛教文獻》總目錄（第一輯～第十二輯）,,
#,KR6v,ZW11na068,CA0008552,ZWa068,藏外佛教文獻第十一輯．鳴謝,,
#,KR6v,ZW12na069,CA0008560,ZWa069,藏外佛教文獻第十二輯．目錄,新編部類,
#,KR6v,ZW12na070,CA0008561,ZWa070,藏外佛教文獻第十二輯．卷首語,新編部類,
#,KR6v,ZW12na071,CA0008562,ZWa071,藏外佛教文獻第十二輯．錄文校勘體例,新編部類,
#,KR6v,ZW12na072,CA0008563,ZWa072,藏外佛教文獻第十二輯．徵稿啟事,新編部類,
#,KR6v,ZW12na073,CA0008564,ZWa073,《藏外佛教文獻》總目錄（第一輯～第十二輯）,新編部類,
#KR6e0073,KR6e,J15nB005,CA0005703,JB005,大方廣佛華嚴經普賢行願品別行疏鈔（選錄「華嚴宗七祖行蹟」及「附錄」）,華嚴部類,X0229+JB005
#KR6o0102,KR6o,J07nA123,CA0005659,JA123,起信論(選錄「科文」）,論集部類,JA123+L1600
#KR6q0052,KR6r,J23nB125,CA0005817,JB125,先覺宗乘（選錄「帝王問道錄」）,史傳部類,X1620+X1621+JB125
#KR6q0203,KR6q,J28nB214,CA0005889,JB214,蕅益大師佛學十種（選錄「性學開蒙」．「梵室偶談」兩種）,禪宗部類,X0615+T1939+X0974+X1137+X60n1123_p0540a16+X1124+X0703+T1500+JB214
#KR6q0214,KR6q,J32nB277,CA0005940,JB277,雲棲法彙（選錄）,禪宗部類,X0276+JB277
#KR6q0307,KR6q,J23nB134,CA0005825,JB134,五家語錄（選錄）,禪宗部類,JB134+T1989+T1990+T1986B+T1987B+T1991
KR6a0001,KR6a,T01n0001,CA0000427,T0001,長阿含經,阿含部類,
KR6a0002,KR6a,T01n0002,CA0002512,T0002,七佛經,阿含部類,
KR6a0003,KR6a,T01n0003,CA0002397,T0003,毘婆尸佛經,阿含部類,
KR6a0004,KR6a,T01n0004,CA0002511,T0004,七佛父母姓字經,阿含部類,
KR6a0005,KR6a,T01n0005,CA0001025,T0005,佛般泥洹經,阿含部類,
KR6a0006,KR6a,T01n0006,CA0000164,T0006,般泥洹經,阿含部類,
KR6a0007,KR6a,T01n0007,CA0000537,T0007,大般涅槃經,阿含部類,
KR6a0008,KR6a,T01n0008,CA0000614,T0008,大堅固婆羅門緣起經,阿含部類,
KR6a0009,KR6a,T01n0009,CA0002624,T0009,人仙經,阿含部類,
KR6a0010,KR6a,T01n0010,CA0000131,T0010,白衣金幢二婆羅門緣起經,阿含部類,
KR6a0011,KR6a,T01n0011,CA0002349,T0011,尼拘陀梵志經,阿含部類,
KR6a0012,KR6a,T01n0012,CA0000607,T0012,大集法門經,阿含部類,
KR6a0013,KR6a,T01n0013,CA0000428,T0013,長阿含十報法經,阿含部類,
KR6a0014,KR6a,T01n0014,CA0002620,T0014,人本欲生經,阿含部類,
KR6a0015,KR6a,T01n0015,CA0000768,T0015,帝釋所問經,阿含部類,
KR6a0016,KR6a,T01n0016,CA0003012,T0016,尸迦羅越六方禮經,阿含部類,
KR6a0017,KR6a,T01n0017,CA0002912,T0017,善生子經,阿含部類,
KR6a0018,KR6a,T01n0018,CA0003590,T0018,信佛功德經,阿含部類,
KR6a0019,KR6a,T01n0019,CA0000669,T0019,大三摩惹經,阿含部類,
KR6a0020,KR6a,T01n0020,CA0001002,T0020,佛開解梵志阿颰經,阿含部類,
KR6a0021,KR6a,T01n0021,CA0000994,T0021,梵網六十二見經,阿含部類,
KR6a0022,KR6a,T01n0022,CA0001526,T0022,寂志果經,阿含部類,
KR6a0023,KR6a,T01n0023,CA0002123,T0023,大樓炭經,阿含部類,
KR6a0024,KR6a,T01n0024,CA0002535,T0024,起世經,阿含部類,
KR6a0025,KR6a,T01n0025,CA0002536,T0025,起世因本經,阿含部類,
KR6a0026,KR6a,T01n0026,CA0004098,T0026,中阿含經,阿含部類,
KR6a0027,KR6a,T01n0027,CA0002526,T0027,七知經,阿含部類,
KR6a0028,KR6a,T01n0028,CA0003863,T0028,園生樹經,阿含部類,
KR6a0029,KR6a,T01n0029,CA0003546,T0029,鹹水喻經,阿含部類,
KR6a0030,KR6a,T01n0030,CA0002698,T0030,薩鉢多酥哩踰捺野經,阿含部類,
KR6a0031,KR6a,T01n0031,CA0003721,T0031,一切流攝守因經,阿含部類,
KR6a0032,KR6a,T01n0032,CA0002771,T0032,四諦經,阿含部類,
KR6a0033,KR6a,T01n0033,CA0001329,T0033,恒水經,阿含部類,
KR6a0034,KR6a,T01n0034,CA0000833,T0034,法海經,阿含部類,
KR6a0035,KR6a,T01n0035,CA0001304,T0035,海八德經,阿含部類,
KR6a0036,KR6a,T01n0036,CA0000295,T0036,本相猗致經,阿含部類,
KR6a0037,KR6a,T01n0037,CA0003893,T0037,緣本致經,阿含部類,
KR6a0038,KR6a,T01n0038,CA0002146,T0038,輪王七寶經,阿含部類,
KR6a0039,KR6a,T01n0039,CA0000774,T0039,頂生王故事經,阿含部類,
KR6a0040,KR6a,T01n0040,CA0003384,T0040,文陀竭王經,阿含部類,
KR6a0041,KR6a,T01n0041,CA0002409,T0041,頻婆娑羅王經,阿含部類,
KR6a0042,KR6a,T01n0042,CA0003269,T0042,鐵城泥犁經,阿含部類,
KR6a0043,KR6a,T01n0043,CA0003675,T0043,閻羅王五天使者經,阿含部類,
KR6a0044,KR6a,T01n0044,CA0001177,T0044,古來世時經,阿含部類,
KR6a0045,KR6a,T01n0045,CA0000720,T0045,大正句王經,阿含部類,
KR6a0046,KR6a,T01n0046,CA0000042,T0046,阿那律八念經,阿含部類,
KR6a0047,KR6a,T01n0047,CA0002024,T0047,離睡經,阿含部類,
KR6a0048,KR6a,T01n0048,CA0003107,T0048,是法非法經,阿含部類,
KR6a0049,KR6a,T01n0049,CA0002608,T0049,求欲經,阿含部類,
KR6a0050,KR6a,T01n0050,CA0003173,T0050,受歲經,阿含部類,
KR6a0051,KR6a,T01n0051,CA0001004,T0051,梵志計水淨經,阿含部類,
KR6a0052,KR6a,T01n0052,CA0000676,T0052,大生義經,阿含部類,
KR6a0053,KR6a,T01n0053,CA0001926,T0053,苦陰經,阿含部類,
KR6a0054,KR6a,T01n0054,CA0003150,T0054,釋摩男本四子經,阿含部類,
KR6a0055,KR6a,T01n0055,CA0001927,T0055,苦陰因事經,阿含部類,
KR6a0056,KR6a,T01n0056,CA0001938,T0056,樂想經,阿含部類,
KR6a0057,KR6a,T01n0057,CA0002124,T0057,漏分布經,阿含部類,
KR6a0058,KR6a,T01n0058,CA0000050,T0058,阿耨風經,阿含部類,
KR6a0059,KR6a,T01n0059,CA0004122,T0059,諸法本經,阿含部類,
KR6a0060,KR6a,T01n0060,CA0002609,T0060,瞿曇彌記果經,阿含部類,
KR6a0061,KR6a,T01n0061,CA0003177,T0061,受新歲經,阿含部類,
KR6a0062,KR6a,T01n0062,CA0003585,T0062,新歲經,阿含部類,
KR6a0063,KR6a,T01n0063,CA0001584,T0063,解夏經,阿含部類,
KR6a0064,KR6a,T01n0064,CA0004011,T0064,瞻婆比丘經,阿含部類,
KR6a0065,KR6a,T01n0065,CA0001110,T0065,伏婬經,阿含部類,
KR6a0066,KR6a,T01n0066,CA0002303,T0066,魔嬈亂經,阿含部類,
KR6a0067,KR6a,T01n0067,CA0000309,T0067,弊魔試目連經,阿含部類,
KR6a0068,KR6a,T01n0068,CA0001928,T0068,賴吒和羅經,阿含部類,
KR6a0069,KR6a,T01n0069,CA0001345,T0069,護國經,阿含部類,
KR6a0070,KR6a,T01n0070,CA0003187,T0070,數經,阿含部類,
KR6a0071,KR6a,T01n0071,CA0001003,T0071,梵志頞波羅延問種尊經,阿含部類,
KR6a0072,KR6a,T01n0072,CA0002711,T0072,三歸五戒慈心厭離功德經,阿含部類,
KR6a0073,KR6a,T01n0073,CA0003628,T0073,須達經,阿含部類,
KR6a0074,KR6a,T01n0074,CA0004029,T0074,長者施報經,阿含部類,
KR6a0075,KR6a,T01n0075,CA0001083,T0075,佛為黃竹園老婆羅門說學經,阿含部類,
KR6a0076,KR6a,T01n0076,CA0000964,T0076,梵摩渝經,阿含部類,
KR6a0077,KR6a,T01n0077,CA0003999,T0077,尊上經,阿含部類,
KR6a0078,KR6a,T01n0078,CA0000792,T0078,兜調經,阿含部類,
KR6a0079,KR6a,T01n0079,CA0003793,T0079,鸚鵡經,阿含部類,
KR6a0080,KR6a,T01n0080,CA0001088,T0080,佛為首迦長者說業報差別經,阿含部類,
KR6a0081,KR6a,T01n0081,CA0001018,T0081,分別善惡報應經,阿含部類,
KR6a0082,KR6a,T01n0082,CA0003754,T0082,意經,阿含部類,
KR6a0083,KR6a,T01n0083,CA0003789,T0083,應法經,阿含部類,
KR6a0084,KR6a,T01n0084,CA0001015,T0084,分別布施經,阿含部類,
KR6a0085,KR6a,T01n0085,CA0003529,T0085,息諍因緣經,阿含部類,
KR6a0086,KR6a,T01n0086,CA0002351,T0086,泥犁經,阿含部類,
KR6a0087,KR6a,T01n0087,CA0004009,T0087,齋經,阿含部類,
KR6a0088,KR6a,T01n0088,CA0003809,T0088,優陂夷墮舍迦經,阿含部類,
KR6a0089,KR6a,T01n0089,CA0000104,T0089,八關齋經,阿含部類,
KR6a0090,KR6a,T01n0090,CA0000307,T0090,鞞摩肅經,阿含部類,
KR6a0091,KR6a,T01n0091,CA0002415,T0091,婆羅門子命終愛念不離經,阿含部類,
KR6a0092,KR6a,T01n0092,CA0003082,T0092,十支居士八城人經,阿含部類,
KR6a0093,KR6a,T01n0093,CA0003581,T0093,邪見經,阿含部類,
KR6a0094,KR6a,T01n0094,CA0001541,T0094,箭喻經,阿含部類,
KR6a0095,KR6a,T01n0095,CA0003753,T0095,蟻喻經,阿含部類,
KR6a0096,KR6a,T01n0096,CA0004087,T0096,治意經,阿含部類,
KR6a0097,KR6a,T01n0097,CA0001294,T0097,廣義法門經,阿含部類,
KR6a0098,KR6a,T01n0098,CA0002485,T0098,普法義經,阿含部類,
KR6a0099,KR6a,T02n0099,CA0003927,T0099,雜阿含經,阿含部類,
KR6a0100,KR6a,T02n0100,CA0000325,T0100,別譯雜阿含經,阿含部類,
KR6a0101,KR6a,T02n0101,CA0003928,T0101,雜阿含經,阿含部類,
KR6a0102,KR6a,T02n0102,CA0003496,T0102,佛說五蘊皆空經,阿含部類,
KR6a0103,KR6a,T02n0103,CA0002962,T0103,佛說聖法印經,阿含部類,
KR6a0104,KR6a,T02n0104,CA0000948,T0104,佛說法印經,阿含部類,
KR6a0105,KR6a,T02n0105,CA0003494,T0105,五陰譬喻經,阿含部類,
KR6a0106,KR6a,T02n0106,CA0003196,T0106,佛說水沫所漂經,阿含部類,
KR6a0107,KR6a,T02n0107,CA0000364,T0107,佛說不自守意經,阿含部類,
KR6a0108,KR6a,T02n0108,CA0002164,T0108,佛說滿願子經,阿含部類,
KR6a0109,KR6a,T02n0109,CA0004155,T0109,佛說轉法輪經,阿含部類,
KR6a0110,KR6a,T02n0110,CA0002754,T0110,佛說三轉法輪經,阿含部類,
KR6a0111,KR6a,T02n0111,CA0003562,T0111,佛說相應相可經,阿含部類,
KR6a0112,KR6a,T02n0112,CA0000123,T0112,佛說八正道經,阿含部類,
KR6a0113,KR6a,T02n0113,CA0002336,T0113,佛說難提釋經,阿含部類,
KR6a0114,KR6a,T02n0114,CA0002160,T0114,佛說馬有三相經,阿含部類,
KR6a0115,KR6a,T02n0115,CA0002159,T0115,佛說馬有八態譬人經,阿含部類,
KR6a0116,KR6a,T02n0116,CA0001586,T0116,佛說戒德香經,阿含部類,
KR6a0117,KR6a,T02n0117,CA0001589,T0117,佛說戒香經,阿含部類,
KR6a0118,KR6a,T02n0118,CA0003682,T0118,佛說鴦掘摩經,阿含部類,
KR6a0119,KR6a,T02n0119,CA0003681,T0119,佛說鴦崛髻經,阿含部類,
KR6a0120,KR6a,T02n0120,CA0003680,T0120,央掘魔羅經,阿含部類,
KR6a0121,KR6a,T02n0121,CA0003913,T0121,佛說月喻經,阿含部類,
KR6a0122,KR6a,T02n0122,CA0000333,T0122,佛說波斯匿王太后崩塵土坌身經,阿含部類,
KR6a0123,KR6a,T02n0123,CA0001013,T0123,佛說放牛經,阿含部類,
KR6a0124,KR6a,T02n0124,CA0003894,T0124,緣起經,阿含部類,
KR6a0125,KR6a,F03n0089,CA0008068,F0089,佛說恒水流樹經,阿含部類,
KR6a0126,KR6a,T02n0125,CA0003948,T0125,增壹阿含經,阿含部類,
KR6a0127,KR6a,T02n0126,CA0000009,T0126,佛說阿羅漢具德經,阿含部類,
KR6a0128,KR6a,T02n0127,CA0002837,T0127,佛說四人出現世間經,阿含部類,
KR6a0129,KR6a,T02n0128a,CA0003634a,T0128a,須摩提女經,阿含部類,
KR6a0130,KR6a,T02n0128b,CA0003634b,T0128b,須摩提女經,阿含部類,
KR6a0131,KR6a,T02n0129,CA0002736,T0129,佛說三摩竭經,阿含部類,
KR6a0132,KR6a,T02n0130,CA0001515,T0130,佛說給孤長者女得度因緣經,阿含部類,
KR6a0133,KR6a,T02n0131,CA0002414,T0131,佛說婆羅門避死經,阿含部類,
KR6a0134,KR6a,T02n0132a,CA0003022a,T0132a,佛說食施獲五福報經,阿含部類,
KR6a0135,KR6a,T02n0132b,CA0003022b,T0132b,施食獲五福報經,阿含部類,
KR6a0136,KR6a,T02n0133,CA0002408,T0133,頻毘娑羅王詣佛供養經,阿含部類,
KR6a0137,KR6a,T02n0134,CA0004032,T0134,佛說長者子六過出家經,阿含部類,
KR6a0138,KR6a,T02n0135,CA0002041,T0135,佛說力士移山經,阿含部類,
KR6a0139,KR6a,T02n0136,CA0002846,T0136,佛說四未曾有法經,阿含部類,
KR6a0140,KR6a,T02n0137,CA0002927,T0137,舍利弗摩訶目連遊四衢經,阿含部類,
KR6a0141,KR6a,T02n0138,CA0003080,T0138,佛說十一想思念如來經,阿含部類,
KR6a0142,KR6a,T02n0139,CA0002833,T0139,佛說四泥犁經,阿含部類,
KR6a0143,KR6a,T02n0140,CA0000041,T0140,阿那邠邸化七子經,阿含部類,
KR6a0144,KR6a,T02n0141,CA0000071,T0141,佛說阿遬達經,阿含部類,
KR6a0145,KR6a,T02n0142a,CA0003854a,T0142a,佛說玉耶女經,阿含部類,
KR6a0146,KR6a,T02n0142b,CA0003854b,T0142b,玉耶女經,阿含部類,
KR6a0147,KR6a,T02n0143,CA0003853,T0143,玉耶經,阿含部類,
KR6a0148,KR6a,T02n0144,CA0000531,T0144,佛說大愛道般泥洹經,阿含部類,
KR6a0149,KR6a,T02n0145,CA0001067,T0145,佛母般泥洹經,阿含部類,
KR6a0150,KR6a,T02n0146,CA0002932,T0146,舍衛國王夢見十事經,阿含部類,
KR6a0151,KR6a,T02n0147,CA0002933,T0147,佛說舍衛國王十夢經,阿含部類,
KR6a0152,KR6a,T02n0148,CA0001300,T0148,國王不梨先泥十夢經,阿含部類,
KR6a0153,KR6a,T02n0149,CA0000046,T0149,佛說阿難同學經,阿含部類,
KR6a0154,KR6a,T02n0150A,CA0002510,T0150A,七處三觀經,阿含部類,
KR6a0155,KR6a,T02n0150B,CA0001874,T0150B,九橫經,阿含部類,
KR6a0156,KR6a,T02n0151,CA0000005,T0151,佛說阿含正行經,阿含部類,
KR6a0157,KR6a,T25n1505,CA0002768,T1505,四阿鋡暮抄解,阿含部類,
KR6a0158,KR6a,T25n1506,CA0002707,T1506,三法度論,阿含部類,
KR6a0159,KR6a,T25n1507,CA0001016,T1507,分別功德論,阿含部類,
KR6a0160,KR6a,T25n1508,CA0000004,T1508,阿含口解十二因緣經,阿含部類,
KR6a0161,KR6a,T33n1693,CA0002621,T1693,人本欲生經註,阿含部類,
KR6a0162,KR6a,T33n1694,CA0003784,T1694,陰持入經註,阿含部類,
KR6b0001,KR6b,T03n0152,CA0002087,T0152,六度集經,本緣部類,
KR6b0002,KR6b,T03n0153,CA0002426,T0153,菩薩本緣經,本緣部類,
KR6b0003,KR6b,T03n0154,CA0002953,T0154,生經,本緣部類,
KR6b0004,KR6b,T03n0155,CA0002424,T0155,菩薩本行經,本緣部類,
KR6b0005,KR6b,T03n0156,CA0000580,T0156,大方便佛報恩經,本緣部類,
KR6b0006,KR6b,T03n0157,CA0000279,T0157,悲華經,本緣部類,
KR6b0007,KR6b,T03n0158,CA0000556,T0158,大乘悲分陀利經,本緣部類,
KR6b0008,KR6b,T03n0159,CA0000292,T0159,大乘本生心地觀經,本緣部類,
KR6b0009,KR6b,X20n0365,CA0005264,X0365,大乘本生心地觀經淺註懸示,本緣部類,
KR6b0010,KR6b,X20n0366,CA0005265,X0366,大乘本生心地觀經淺註科文,本緣部類,
KR6b0011,KR6b,X20n0367,CA0000293,X0367,大乘本生心地觀經淺註,本緣部類,
KR6b0012,KR6b,T03n0160,CA0002423,T0160,菩薩本生鬘論,本緣部類,
KR6b0013,KR6b,T03n0161,CA0000434,T0161,長壽王經,本緣部類,
KR6b0014,KR6b,T03n0162,CA0001803,T0162,金色王經,本緣部類,
KR6b0015,KR6b,T03n0163,CA0002248,T0163,妙色王因緣經,本緣部類,
KR6b0016,KR6b,T03n0164,CA0003015,T0164,師子素馱娑王斷肉經,本緣部類,
KR6b0017,KR6b,T03n0165,CA0000773,T0165,頂生王因緣經,本緣部類,
KR6b0018,KR6b,T03n0166,CA0003906,T0166,月光菩薩經,本緣部類,
KR6b0019,KR6b,T03n0167,CA0003208,T0167,太子慕魄經,本緣部類,
KR6b0020,KR6b,T03n0168,CA0003209,T0168,太子墓魄經,本緣部類,
KR6b0021,KR6b,T03n0169,CA0003911,T0169,月明菩薩經,本緣部類,
KR6b0022,KR6b,T03n0170,CA0001929,T0170,德光太子經,本緣部類,
KR6b0023,KR6b,T03n0171,CA0003212,T0171,太子須大拏經,本緣部類,
KR6b0024,KR6b,T03n0172,CA0002459,T0172,菩薩投身飴餓虎起塔因緣經,本緣部類,
KR6b0025,KR6b,T03n0173,CA0001112,T0173,福力太子因緣經,本緣部類,
KR6b0026,KR6b,T03n0174,CA0002449,T0174,菩薩睒子經,本緣部類,
KR6b0027,KR6b,T03n0175a,CA0002898a,T0175a,睒子經,本緣部類,
KR6b0028,KR6b,T03n0175b,CA0002898b,T0175b,佛說睒子經,本緣部類,
KR6b0029,KR6b,T03n0175c,CA0002898c,T0175c,佛說睒子經,本緣部類,
KR6b0030,KR6b,T03n0176,CA0003016,T0176,師子月佛本生經,本緣部類,
KR6b0031,KR6b,T03n0177,CA0000700,T0177,大意經,本緣部類,
KR6b0032,KR6b,T03n0178,CA0002577,T0178,前世三轉經,本緣部類,
KR6b0033,KR6b,T03n0179,CA0003785,T0179,銀色女經,本緣部類,
KR6b0034,KR6b,T03n0180,CA0001301,T0180,過去世佛分衛經,本緣部類,
KR6b0035,KR6b,T03n0181a,CA0001876a,T0181a,九色鹿經,本緣部類,
KR6b0036,KR6b,T03n0181b,CA0001876b,T0181b,佛說九色鹿經,本緣部類,
KR6b0037,KR6b,T03n0182a,CA0002128a,T0182a,鹿母經,本緣部類,
KR6b0038,KR6b,T03n0182b,CA0002128b,T0182b,佛說鹿母經,本緣部類,
KR6b0039,KR6b,T03n0183,CA0003735,T0183,一切智光明仙人慈心因緣不食肉經,本緣部類,
KR6b0040,KR6b,T03n0184,CA0003612,T0184,修行本起經,本緣部類,
KR6b0041,KR6b,T03n0185,CA0003210,T0185,太子瑞應本起經,本緣部類,
KR6b0042,KR6b,T03n0186,CA0002506,T0186,普曜經,本緣部類,
KR6b0043,KR6b,T03n0187,CA0000726,T0187,方廣大莊嚴經,本緣部類,
KR6b0044,KR6b,T03n0188,CA0002422,T0188,異出菩薩本起經,本緣部類,
KR6b0045,KR6b,T03n0189,CA0001302,T0189,過去現在因果經,本緣部類,
KR6b0046,KR6b,F02n0069,CA0008066,F0069,因果本起經,本緣部類,
KR6b0047,KR6b,T03n0190,CA0001026,T0190,佛本行集經,本緣部類,
KR6b0048,KR6b,T03n0191,CA0004112,T0191,眾許摩訶帝經,本緣部類,
KR6b0049,KR6b,T04n0192,CA0001077,T0192,佛所行讚,本緣部類,
KR6b0050,KR6b,T04n0193,CA0001027,T0193,佛本行經,本緣部類,
KR6b0051,KR6b,T04n0194,CA0002760,T0194,僧伽羅剎所集經,本緣部類,
KR6b0052,KR6b,T04n0195,CA0003051,T0195,佛說十二遊經,本緣部類,
KR6b0053,KR6b,T04n0196,CA0004099,T0196,中本起經,本緣部類,
KR6b0054,KR6b,T04n0197,CA0003595,T0197,佛說興起行經,本緣部類,
KR6b0055,KR6b,T04n0198,CA0003756,T0198,佛說義足經,本緣部類,
KR6b0056,KR6b,T04n0199,CA0003456,T0199,佛五百弟子自說本起經,本緣部類,
KR6b0057,KR6b,T04n0200,CA0004161,T0200,撰集百緣經,本緣部類,
KR6b0058,KR6b,T04n0201,CA0000727,T0201,大莊嚴論經,本緣部類,
KR6b0059,KR6b,T04n0202,CA0003544,T0202,賢愚經,本緣部類,
KR6b0060,KR6b,T04n0203,CA0003930,T0203,雜寶藏經,本緣部類,
KR6b0061,KR6b,T04n0204,CA0003931,T0204,雜譬喻經,本緣部類,
KR6b0062,KR6b,T04n0205,CA0003932,T0205,雜譬喻經,本緣部類,
KR6b0063,KR6b,T04n0206,CA0001878,T0206,舊雜譬喻經,本緣部類,
KR6b0064,KR6b,T04n0207,CA0003933,T0207,雜譬喻經,本緣部類,
KR6b0065,KR6b,T04n0208,CA0004110,T0208,眾經撰雜譬喻,本緣部類,
KR6b0066,KR6b,T04n0209,CA0000156,T0209,百喻經,本緣部類,
KR6b0067,KR6b,T04n0210,CA0000931,T0210,法句經,本緣部類,
KR6b0068,KR6b,T04n0211,CA0000932,T0211,法句譬喻經,本緣部類,
KR6b0069,KR6b,T04n0212,CA0000504,T0212,出曜經,本緣部類,
KR6b0070,KR6b,T04n0213,CA0000916,T0213,法集要頌經,本緣部類,
KR6b0071,KR6b,T04n0214,CA0004088,T0214,猘狗經,本緣部類,
KR6b0072,KR6b,T04n0215,CA0002618,T0215,群牛譬經,本緣部類,
KR6b0073,KR6b,T04n0216,CA0000702,T0216,大魚事經,本緣部類,
KR6b0074,KR6b,T04n0217,CA0002402,T0217,譬喻經,本緣部類,
KR6b0075,KR6b,T04n0218,CA0001276,T0218,灌頂王喻經,本緣部類,
KR6b0076,KR6b,T04n0219,CA0003745,T0219,醫喻經,本緣部類,
KR6c0001,KR6c,T05n0220,CA0000546,T0220,大般若波羅蜜多經,般若部類,
KR6c0002,KR6c,T08n0221,CA0001012,T0221,放光般若經,般若部類,
KR6c0003,KR6c,T08n0222,CA0001281,T0222,光讚經,般若部類,
KR6c0004,KR6c,T08n0223,CA0002271,T0223,摩訶般若波羅蜜經,般若部類,
KR6c0005,KR6c,T25n1509,CA0000721,T1509,大智度論,般若部類,
KR6c0006,KR6c,X46n0791,CA0000722,X0791,大智度論疏,般若部類,
KR6c0007,KR6c,T33n1696,CA0000655,T1696,大品經遊意,般若部類,
KR6c0008,KR6c,T33n1697,CA0000598,T1697,大慧度經宗要,般若部類,
KR6c0009,KR6c,X24n0451,CA0000654,X0451,大品經義疏,般若部類,
KR6c0010,KR6c,T08n0224,CA0000738,T0224,道行般若經,般若部類,
KR6c0011,KR6c,T08n0225,CA0000635,T0225,大明度經,般若部類,
KR6c0012,KR6c,T08n0226,CA0002269,T0226,摩訶般若鈔經,般若部類,
KR6c0013,KR6c,T08n0227,CA0003577,T0227,小品般若波羅蜜經,般若部類,
KR6c0014,KR6c,T08n0228,CA0001072,T0228,佛說佛母出生三法藏般若波羅蜜多經,般若部類,
KR6c0015,KR6c,T08n0229,CA0001071,T0229,佛說佛母寶德藏般若波羅蜜經,般若部類,
KR6c0016,KR6c,T25n1516,CA0002964,T1516,聖佛母般若波羅蜜多九頌精義論,般若部類,
KR6c0017,KR6c,T25n1517,CA0001070,T1517,佛母般若波羅蜜多圓集要義釋論,般若部類,
KR6c0018,KR6c,T25n1518,CA0001069,T1518,佛母般若波羅蜜多圓集要義論,般若部類,
KR6c0019,KR6c,T08n0231,CA0003008,T0231,勝天王般若波羅蜜經,般若部類,
KR6c0020,KR6c,T08n0232,CA0003371,T0232,文殊師利所說摩訶般若波羅蜜經,般若部類,
KR6c0021,KR6c,T08n0233,CA0003369,T0233,文殊師利所說般若波羅蜜經,般若部類,
KR6c0022,KR6c,T08n0234,CA0002648,T0234,佛說濡首菩薩無上清淨分衛經,般若部類,
KR6c0023,KR6c,T08n0235,CA0001596,T0235,金剛般若波羅蜜經,般若部類,
KR6c0024,KR6c,T08n0236a,CA0001597a,T0236a,金剛般若波羅蜜經,般若部類,
KR6c0025,KR6c,T08n0236b,CA0001597b,T0236b,金剛般若波羅蜜經,般若部類,
KR6c0026,KR6c,T08n0237,CA0001598,T0237,金剛般若波羅蜜經,般若部類,
KR6c0027,KR6c,T08n0238,CA0001746,T0238,金剛能斷般若波羅蜜經,般若部類,
KR6c0028,KR6c,T08n0239,CA0002342,T0239,佛說能斷金剛般若波羅蜜多經,般若部類,
KR6c0029,KR6c,K05n0016,CA0002341,K0016,能斷金剛般若波羅蜜多經,般若部類,
KR6c0030,KR6c,T25n1510a,CA0001601a,T1510a,金剛般若論,般若部類,
KR6c0031,KR6c,T25n1510b,CA0001601b,T1510b,金剛般若波羅蜜經論,般若部類,
KR6c0032,KR6c,T25n1511,CA0001600,T1511,金剛般若波羅蜜經論,般若部類,
KR6c0033,KR6c,T25n1512,CA0001762,T1512,金剛仙論,般若部類,
KR6c0034,KR6c,T25n1513,CA0002345,T1513,能斷金剛般若波羅蜜多經論釋,般若部類,
